Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
33,Brandon Bass,PF,26,BOS,59,39,1868,303,632,0.479,0,0,,303,632,0.479,0.479,132,163,0.81,95,270,365,55,34,54,65,135,738,bassbr01
34,Tony Battie,C,35,PHI,27,11,295,19,51,0.373,0,1,0,19,50,0.38,0.373,4,4,1,8,59,67,16,4,6,4,26,42,battito01
35,Shane Battier,SF,33,MIA,65,10,1499,113,292,0.387,62,183,0.339,51,109,0.468,0.493,23,37,0.622,56,100,156,82,64,33,37,105,311,battish01
36,Nicolas Batum,SF,23,POR,59,34,1791,289,641,0.451,107,274,0.391,182,367,0.496,0.534,133,159,0.836,81,190,271,84,57,60,90,105,818,batumni01
37,Jerryd Bayless,PG,23,TOR,31,11,705,117,276,0.424,44,104,0.423,73,172,0.424,0.504,75,88,0.852,8,58,66,118,24,4,53,70,353,bayleje01
38,Michael Beasley,SF,23,MIN,47,7,1087,221,497,0.445,38,101,0.376,183,396,0.462,0.483,61,95,0.642,39,168,207,45,18,19,80,83,541,beaslmi01
39,Rodrigue Beaubois,PG,23,DAL,53,12,1151,188,445,0.422,38,132,0.288,150,313,0.479,0.465,58,69,0.841,19,132,151,152,56,28,70,98,472,beaubro01
40,Marco Belinelli,SG,25,NOH,66,55,1966,286,686,0.417,107,284,0.377,179,402,0.445,0.495,101,129,0.783,19,153,172,101,48,5,69,115,780,belinma01
41,Raja Bell,SG,35,UTA,34,33,796,81,174,0.466,34,87,0.391,47,87,0.54,0.563,21,25,0.84,6,43,49,38,13,2,21,78,217,bellra01
42,Keith Benson,C,23,GSW,3,0,9,0,1,0,0,0,,0,1,0,0,0,0,,2,1,3,0,0,0,0,0,0,bensoke02
43,Mike Bibby,PG,33,NYK,39,4,557,35,124,0.282,27,85,0.318,8,39,0.205,0.391,6,8,0.75,5,54,59,80,21,3,20,45,103,bibbymi01
44,Andris Biedriņš,C,25,GSW,47,35,739,39,64,0.609,0,0,,39,64,0.609,0.609,1,9,0.111,45,131,176,16,23,45,14,125,79,biedran01
45,Chauncey Billups,SG,35,LAC,20,20,607,83,228,0.364,48,125,0.384,35,103,0.34,0.469,85,95,0.895,4,46,50,80,9,3,38,40,299,billuch01
46,Bismack Biyombo,C,19,CHA,63,41,1455,129,278,0.464,0,0,,129,278,0.464,0.464,69,143,0.483,113,255,368,27,20,115,71,145,327,biyombi01
47,DeJuan Blair,PF,22,SAS,64,62,1363,269,504,0.534,0,1,0,269,503,0.535,0.534,73,119,0.613,154,197,351,78,59,12,92,168,611,blairde01
48,Steve Blake,PG,31,LAL,53,5,1237,101,268,0.377,53,158,0.335,48,110,0.436,0.476,21,27,0.778,9,76,85,175,39,2,72,75,276,blakest01
49,Andray Blatche,PF,25,WAS,26,13,626,93,245,0.38,2,7,0.286,91,238,0.382,0.384,33,49,0.673,42,108,150,28,20,17,37,54,221,blatcan01
50,Eric Bledsoe,PG,22,LAC,40,1,464,49,126,0.389,6,30,0.2,43,96,0.448,0.413,28,44,0.636,22,43,65,66,31,14,47,58,132,bledser01
51,Keith Bogans,SF,31,NJN,5,1,94,8,21,0.381,3,12,0.25,5,9,0.556,0.452,2,5,0.4,5,6,11,3,2,0,3,15,21,boganke01
52,Andrew Bogut,C,27,MIL,12,12,364,61,136,0.449,0,1,0,61,135,0.452,0.449,14,23,0.609,22,78,100,31,12,24,24,36,136,bogutan01
53,Matt Bonner,PF,31,SAS,65,2,1326,154,350,0.44,105,250,0.42,49,100,0.49,0.59,16,21,0.762,29,185,214,61,15,21,14,68,429,bonnema01
54,Trevor Booker,PF,24,WAS,50,32,1261,181,341,0.531,1,2,0.5,180,339,0.531,0.532,56,93,0.602,119,206,325,40,48,43,58,138,419,booketr01
55,Carlos Boozer,PF,30,CHI,66,66,1948,448,842,0.532,0,1,0,448,841,0.533,0.532,95,137,0.693,114,450,564,125,63,24,115,168,991,boozeca01
56,Chris Bosh*,PF,27,MIA,57,57,2007,393,807,0.487,10,35,0.286,383,772,0.496,0.493,229,279,0.821,94,358,452,103,51,45,117,128,1025,boshch01
57,Earl Boykins,PG,35,HOU,8,0,111,12,36,0.333,2,9,0.222,10,27,0.37,0.361,13,15,0.867,0,11,11,17,1,0,7,5,39,boykiea01
58,Craig Brackins,PF,24,PHI,14,1,88,9,33,0.273,3,9,0.333,6,24,0.25,0.318,1,2,0.5,5,10,15,8,0,1,4,6,22,brackcr01
59,Avery Bradley,PG,21,BOS,64,28,1368,200,402,0.498,22,54,0.407,178,348,0.511,0.525,62,78,0.795,34,81,115,87,43,12,75,109,484,bradlav01
60,Elton Brand,C,32,PHI,60,60,1732,287,581,0.494,0,1,0,287,580,0.495,0.494,85,116,0.733,145,284,429,97,58,97,65,176,659,brandel01
61,Corey Brewer,SF,25,DEN,59,17,1287,201,463,0.434,33,127,0.26,168,336,0.5,0.47,90,130,0.692,43,107,150,88,72,17,56,113,525,breweco01
62,Ronnie Brewer,SG,26,CHI,66,43,1635,190,445,0.427,19,69,0.275,171,376,0.455,0.448,56,100,0.56,72,159,231,137,72,21,59,64,455,brewero02
63,Jon Brockman,PF,24,MIL,35,0,239,15,45,0.333,0,1,0,15,44,0.341,0.333,7,15,0.467,33,42,75,9,4,1,10,33,37,brockjo01
64,MarShon Brooks,SG,23,NJN,56,47,1648,274,640,0.428,47,150,0.313,227,490,0.463,0.465,113,148,0.764,70,130,200,131,52,15,118,116,708,brookma01
65,Derrick Brown,SF,24,CHA,65,17,1443,212,409,0.518,6,24,0.25,206,385,0.535,0.526,94,141,0.667,95,141,236,67,48,12,55,96,524,brownde04
66,Kwame Brown,C,29,GSW,9,3,187,21,40,0.525,0,0,,21,40,0.525,0.525,15,34,0.441,16,41,57,4,8,0,14,21,57,brownkw01
67,Shannon Brown,SG,26,PHO,59,19,1400,251,598,0.42,68,188,0.362,183,410,0.446,0.477,80,99,0.808,38,119,157,69,44,15,64,66,650,brownsh01
68,Kobe Bryant*,SG,33,LAL,58,58,2232,574,1336,0.43,87,287,0.303,487,1049,0.464,0.462,381,451,0.845,66,247,313,264,69,18,204,105,1616,bryanko01
69,Chase Budinger,SF,23,HOU,58,9,1298,208,471,0.442,88,219,0.402,120,252,0.476,0.535,54,70,0.771,38,179,217,74,29,7,55,65,558,budinch01
70,Alec Burks,SG,20,UTA,59,0,939,153,357,0.429,15,45,0.333,138,312,0.442,0.45,104,143,0.727,57,75,132,55,27,5,51,84,425,burksal01
71,Caron Butler,SF,31,LAC,63,63,1871,287,705,0.407,92,257,0.358,195,448,0.435,0.472,87,107,0.813,44,186,230,78,52,9,77,123,753,butleca01
72,Jimmy Butler,SG,22,CHI,42,0,359,32,79,0.405,2,11,0.182,30,68,0.441,0.418,43,56,0.768,23,33,56,14,11,5,14,20,109,butleji01
73,Rasual Butler,SF,32,TOR,34,14,453,41,133,0.308,21,77,0.273,20,56,0.357,0.387,7,12,0.583,6,60,66,19,7,5,15,39,110,butlera01
74,Derrick Byars,PF,27,SAS,2,0,37,3,11,0.273,0,6,0,3,5,0.6,0.273,4,4,1,6,5,11,1,2,0,0,2,10,byarsde01
75,Andrew Bynum,C,24,LAL,60,60,2112,444,796,0.558,1,5,0.2,443,791,0.56,0.558,234,338,0.692,192,517,709,85,27,116,152,104,1123,bynuman01
76,Will Bynum,PG,29,DET,36,0,514,74,194,0.381,7,29,0.241,67,165,0.406,0.399,49,64,0.766,10,46,56,66,23,3,54,61,204,bynumwi01
77,José Calderón,PG,30,TOR,53,53,1799,218,477,0.457,59,159,0.371,159,318,0.5,0.519,60,68,0.882,19,141,160,468,47,3,104,94,555,caldejo01
78,Marcus Camby,C,37,TOT,59,53,1352,128,287,0.446,2,5,0.4,126,282,0.447,0.449,29,64,0.453,157,373,530,107,50,85,57,126,287,cambyma01
78,Marcus Camby,C,37,POR,40,40,894,67,161,0.416,0,0,,67,161,0.416,0.416,18,38,0.474,105,249,354,75,33,56,47,88,152,cambyma01
78,Marcus Camby,C,37,HOU,19,13,458,61,126,0.484,2,5,0.4,59,121,0.488,0.492,11,26,0.423,52,124,176,32,17,29,10,38,135,cambyma01
79,Brian Cardinal,SF,34,DAL,44,0,277,14,55,0.255,10,49,0.204,4,6,0.667,0.345,5,6,0.833,4,30,34,16,8,2,8,38,43,cardibr01
80,DeMarre Carroll,SF-PF,25,TOT,24,9,348,43,105,0.41,7,19,0.368,36,86,0.419,0.443,14,16,0.875,28,25,53,18,12,1,11,37,107,carrode01
80,DeMarre Carroll,PF,25,DEN,4,0,21,6,6,1,0,0,,6,6,1,1,0,0,,0,3,3,3,0,0,2,1,12,carrode01
80,DeMarre Carroll,SF,25,UTA,20,9,327,37,99,0.374,7,19,0.368,30,80,0.375,0.409,14,16,0.875,28,22,50,15,12,1,9,36,95,carrode01
81,Matt Carroll,SG,31,CHA,53,2,596,52,157,0.331,8,43,0.186,44,114,0.386,0.357,30,38,0.789,8,50,58,38,16,7,24,52,142,carroma01
82,Anthony Carter,PG,36,TOR,24,0,209,17,53,0.321,5,17,0.294,12,36,0.333,0.368,8,10,0.8,5,28,33,34,8,4,17,20,47,cartean01
83,Vince Carter,SG,35,DAL,61,40,1542,223,542,0.411,74,205,0.361,149,337,0.442,0.48,95,115,0.826,32,173,205,139,56,25,84,134,615,cartevi01
84,Omri Casspi,SF,23,CLE,65,35,1341,166,412,0.403,53,168,0.315,113,244,0.463,0.467,74,108,0.685,63,165,228,66,37,21,64,115,459,casspom01
85,Mario Chalmers,PG,25,MIA,64,64,1825,223,498,0.448,101,260,0.388,122,238,0.513,0.549,80,101,0.792,16,155,171,222,97,11,142,166,627,chalmma01
86,Tyson Chandler,C,29,NYK,62,62,2061,241,355,0.679,0,2,0,241,353,0.683,0.679,217,315,0.689,212,400,612,56,56,89,102,186,699,chandty01
87,Wilson Chandler,SF,24,DEN,8,6,215,31,79,0.392,3,12,0.25,28,67,0.418,0.411,10,12,0.833,6,35,41,17,6,6,18,18,75,chandwi01
88,Josh Childress,SF,28,PHO,34,0,491,48,99,0.485,4,24,0.167,44,75,0.587,0.505,0,2,0,31,64,95,34,14,6,9,38,100,childjo01
89,Earl Clark,PF,24,ORL,45,1,559,51,139,0.367,0,0,,51,139,0.367,0.367,21,29,0.724,35,89,124,18,12,32,25,72,123,clarkea01
90,Norris Cole,PG,23,MIA,65,2,1260,177,450,0.393,21,76,0.276,156,374,0.417,0.417,66,85,0.776,21,70,91,133,44,2,105,124,441,coleno01
91,Jason Collins,C,33,ATL,30,10,308,16,40,0.4,0,0,,16,40,0.4,0.4,7,15,0.467,12,36,48,10,4,3,10,34,39,collija04
92,Darren Collison,PG,24,IND,60,56,1878,230,523,0.44,34,94,0.362,196,429,0.457,0.472,127,153,0.83,30,157,187,287,49,14,114,101,621,collida01
93,Nick Collison,PF,31,OKC,63,0,1307,120,201,0.597,0,1,0,120,200,0.6,0.597,44,62,0.71,119,155,274,82,33,28,61,153,284,collini01
94,Mike Conley,PG,24,MEM,62,61,2174,296,684,0.433,60,159,0.377,236,525,0.45,0.477,136,158,0.861,22,134,156,404,136,11,125,133,788,conlemi01
95,Brian Cook,PF,31,TOT,32,0,276,31,98,0.316,10,50,0.2,21,48,0.438,0.367,9,10,0.9,10,53,63,10,6,5,11,48,81,cookbr01
95,Brian Cook,PF,31,LAC,16,0,121,11,49,0.224,5,27,0.185,6,22,0.273,0.276,4,4,1,4,19,23,2,2,4,4,26,31,cookbr01
95,Brian Cook,PF,31,WAS,16,0,155,20,49,0.408,5,23,0.217,15,26,0.577,0.459,5,6,0.833,6,34,40,8,4,1,7,22,50,cookbr01
96,Daequan Cook,SG,24,OKC,57,22,989,109,296,0.368,79,228,0.346,30,68,0.441,0.502,14,22,0.636,12,110,122,15,22,11,16,69,311,cookda02
97,DeMarcus Cousins,C,21,SAC,64,62,1950,448,999,0.448,2,14,0.143,446,985,0.453,0.449,262,373,0.702,265,438,703,102,93,75,170,257,1160,couside01
98,Jamal Crawford,PG,31,POR,60,6,1613,283,737,0.384,80,260,0.308,203,477,0.426,0.438,191,206,0.927,16,102,118,191,55,14,111,74,837,crawfja01
99,Jordan Crawford,SG,23,WAS,64,32,1753,349,872,0.4,79,273,0.289,270,599,0.451,0.446,161,203,0.793,44,124,168,190,59,5,141,111,938,crawfjo02
100,Dante Cunningham,PF,24,MEM,64,5,1124,144,279,0.516,0,2,0,144,277,0.52,0.516,45,69,0.652,91,155,246,37,42,34,29,98,333,cunnida01
101,Eddy Curry,C,29,MIA,14,1,83,12,26,0.462,0,0,,12,26,0.462,0.462,6,8,0.75,4,8,12,1,0,2,10,17,30,curryed01
102,Stephen Curry,PG,23,GSW,26,23,732,145,296,0.49,55,121,0.455,90,175,0.514,0.583,38,47,0.809,15,73,88,138,39,8,65,62,383,curryst01
103,Samuel Dalembert,C,30,HOU,65,45,1446,200,395,0.506,0,1,0,200,394,0.508,0.506,90,113,0.796,158,298,456,33,37,111,82,162,490,dalemsa01
104,Erick Dampier,C,36,ATL,15,0,83,1,8,0.125,0,0,,1,8,0.125,0.125,0,0,,10,15,25,4,1,4,3,9,2,dampier01
105,Marquis Daniels,SG,31,BOS,38,0,484,52,143,0.364,0,10,0,52,133,0.391,0.364,17,23,0.739,16,50,66,47,21,9,28,36,121,daniema01
106,Baron Davis,PG,32,NYK,29,14,595,68,184,0.37,26,85,0.306,42,99,0.424,0.44,16,24,0.667,13,43,56,135,34,3,76,61,178,davisba01
107,Ed Davis,PF,22,TOR,66,9,1534,172,335,0.513,0,1,0,172,334,0.515,0.513,71,106,0.67,134,304,438,60,40,63,67,156,415,davised01
108,Glen Davis,PF,26,ORL,61,13,1427,225,534,0.421,2,14,0.143,223,520,0.429,0.423,114,167,0.683,107,224,331,47,43,19,75,106,566,davisgl01
109,Josh Davis,PF,31,MEM,15,0,130,10,27,0.37,4,13,0.308,6,14,0.429,0.444,4,8,0.5,16,11,27,6,7,1,3,19,28,davisjo02
110,Eric Dawson,C,27,SAS,4,0,39,7,12,0.583,0,0,,7,12,0.583,0.583,1,2,0.5,5,5,10,0,1,2,3,6,15,dawsoer01
111,Austin Daye,SF,23,DET,41,4,603,73,227,0.322,13,62,0.21,60,165,0.364,0.35,35,43,0.814,14,77,91,33,22,21,40,62,194,dayeau01
112,Carlos Delfino,SF,29,MIL,54,53,1537,182,453,0.402,86,239,0.36,96,214,0.449,0.497,38,48,0.792,20,188,208,123,79,10,66,99,488,delfica01
113,Luol Deng,SF,26,CHI,54,54,2129,311,755,0.412,79,215,0.367,232,540,0.43,0.464,127,165,0.77,77,273,350,157,56,36,96,81,828,denglu01
114,Justin Dentmon,PG,26,TOT,6,0,91,10,28,0.357,2,14,0.143,8,14,0.571,0.393,4,6,0.667,0,8,8,10,2,0,7,10,26,dentmju01
114,Justin Dentmon,PG,26,SAS,2,0,19,2,6,0.333,0,4,0,2,2,1,0.333,0,0,,0,1,1,1,1,0,1,2,4,dentmju01
114,Justin Dentmon,PG,26,TOR,4,0,72,8,22,0.364,2,10,0.2,6,12,0.5,0.409,4,6,0.667,0,7,7,9,1,0,6,8,22,dentmju01
115,DeMar DeRozan,SG,22,TOR,63,63,2206,381,903,0.422,24,92,0.261,357,811,0.44,0.435,268,331,0.81,40,171,211,128,48,17,123,162,1054,derozde01
116,Boris Diaw,PF,29,TOT,57,35,1424,156,351,0.444,31,99,0.313,125,252,0.496,0.489,22,35,0.629,70,210,280,205,34,25,112,125,365,diawbo01
116,Boris Diaw,PF,29,CHA,37,28,1018,116,283,0.41,23,86,0.267,93,197,0.472,0.451,17,27,0.63,47,148,195,158,20,19,84,71,272,diawbo01
116,Boris Diaw,PF,29,SAS,20,7,406,40,68,0.588,8,13,0.615,32,55,0.582,0.647,5,8,0.625,23,62,85,47,14,6,28,54,93,diawbo01
117,Ike Diogu,PF,28,SAS,2,0,14,0,2,0,0,0,,0,2,0,0,2,2,1,0,1,1,0,0,0,1,1,2,dioguik01
118,DeSagana Diop,C,30,CHA,27,9,325,15,42,0.357,0,0,,15,42,0.357,0.357,1,6,0.167,33,52,85,23,6,13,19,36,31,diopde01
119,Keyon Dooling,SG,31,BOS,46,2,662,66,163,0.405,27,81,0.333,39,82,0.476,0.488,23,31,0.742,3,36,39,51,13,2,34,57,182,doolike01
120,Toney Douglas,PG,25,NYK,38,9,656,94,290,0.324,27,117,0.231,67,173,0.387,0.371,22,26,0.846,16,56,72,77,29,1,56,55,237,douglto01
121,Goran Dragić,PG,25,HOU,66,28,1752,277,600,0.462,68,202,0.337,209,398,0.525,0.518,153,190,0.805,53,115,168,351,85,10,157,166,775,dragigo01
122,Jared Dudley,SG,26,PHO,65,60,2020,312,643,0.485,80,209,0.383,232,434,0.535,0.547,119,164,0.726,95,206,301,112,49,19,72,107,823,dudleja01
123,Chris Duhon,PG,29,ORL,63,9,1226,85,203,0.419,50,119,0.42,35,84,0.417,0.542,17,21,0.81,14,88,102,151,35,9,81,71,237,duhonch01
124,Tim Duncan*,C,35,SAS,58,58,1634,361,733,0.492,0,4,0,361,729,0.495,0.492,173,249,0.695,110,410,520,132,38,88,97,98,895,duncati01
125,Mike Dunleavy,SF,31,MIL,55,3,1445,239,504,0.474,83,208,0.399,156,296,0.527,0.557,116,143,0.811,29,175,204,117,28,8,58,87,677,dunlemi02
126,Kevin Durant,SF,23,OKC,66,66,2546,643,1297,0.496,133,344,0.387,510,953,0.535,0.547,431,501,0.86,40,487,527,231,88,77,248,133,1850,duranke01
127,Jerome Dyson,PG,24,NOH,9,1,180,19,48,0.396,1,8,0.125,18,40,0.45,0.406,28,36,0.778,2,17,19,18,11,2,20,19,67,dysonje01
128,Devin Ebanks,SG,22,LAL,24,12,396,37,89,0.416,0,9,0,37,80,0.463,0.416,23,35,0.657,26,28,54,12,11,6,18,26,97,ebankde01
129,Wayne Ellington,SG,24,MIN,51,4,973,122,302,0.404,35,108,0.324,87,194,0.448,0.462,32,40,0.8,14,85,99,33,26,10,26,56,311,ellinwa01
130,Monta Ellis,SG,26,TOT,58,58,2120,450,1040,0.433,62,201,0.308,388,839,0.462,0.463,219,275,0.796,20,180,200,346,85,18,177,136,1181,ellismo01
130,Monta Ellis,SG,26,GSW,37,37,1365,305,704,0.433,50,156,0.321,255,548,0.465,0.469,151,186,0.812,16,111,127,223,56,12,123,84,811,ellismo01
130,Monta Ellis,SG,26,MIL,21,21,755,145,336,0.432,12,45,0.267,133,291,0.457,0.449,68,89,0.764,4,69,73,123,29,6,54,52,370,ellismo01
131,Francisco Elson,C,35,PHI,5,0,16,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,0,1,1,1,1,1,1,0,2,elsonfr01
132,Andre Emmett,SF,29,NJN,6,0,45,4,7,0.571,0,1,0,4,6,0.667,0.571,5,8,0.625,2,4,6,1,2,1,2,2,13,emmetan01
133,Semih Erden,C,25,CLE,28,9,333,39,74,0.527,0,0,,39,74,0.527,0.527,21,41,0.512,20,52,72,9,10,5,16,60,99,erdense01
134,Jeremy Evans,SF,24,UTA,29,0,217,27,42,0.643,0,1,0,27,41,0.659,0.643,8,16,0.5,19,31,50,13,6,24,5,23,62,evansje01
135,Maurice Evans,SF,33,WAS,24,0,343,45,112,0.402,17,45,0.378,28,67,0.418,0.478,10,13,0.769,8,16,24,9,14,0,10,36,117,evansma01
136,Reggie Evans,PF,31,LAC,56,0,771,34,72,0.472,0,0,,34,72,0.472,0.472,36,71,0.507,100,171,271,17,31,6,44,118,104,evansre01
137,Tyreke Evans,SG,22,SAC,63,61,2162,408,900,0.453,20,99,0.202,388,801,0.484,0.464,201,258,0.779,64,225,289,283,84,29,171,136,1037,evansty01
138,Christian Eyenga,SF,22,TOT,7,0,102,6,25,0.24,1,3,0.333,5,22,0.227,0.26,4,8,0.5,4,10,14,5,3,5,3,7,17,eyengch01
138,Christian Eyenga,SF,22,CLE,6,0,83,3,19,0.158,1,2,0.5,2,17,0.118,0.184,2,6,0.333,3,9,12,4,3,4,2,7,9,eyengch01
138,Christian Eyenga,SF,22,LAL,1,0,19,3,6,0.5,0,1,0,3,5,0.6,0.5,2,2,1,1,1,2,1,0,1,1,0,8,eyengch01
139,Kenneth Faried,PF,22,DEN,46,39,1037,181,309,0.586,0,0,,181,309,0.586,0.586,109,164,0.665,142,210,352,36,34,47,54,116,471,farieke01
140,Jordan Farmar,PG,25,NJN,39,5,831,147,315,0.467,55,125,0.44,92,190,0.484,0.554,57,63,0.905,7,54,61,129,24,2,68,49,406,farmajo01
141,Derrick Favors,PF,20,UTA,65,9,1376,222,445,0.499,0,0,,222,445,0.499,0.499,126,194,0.649,158,267,425,43,38,65,103,145,570,favorde01
142,Raymond Felton,PG,27,POR,60,56,1906,261,642,0.407,62,203,0.305,199,439,0.453,0.455,100,124,0.806,27,122,149,390,78,10,170,122,684,feltora01
143,Rudy Fernández,SG,26,DEN,31,1,710,99,225,0.44,40,122,0.328,59,103,0.573,0.529,30,43,0.698,9,56,65,75,31,3,40,37,268,fernaru01
144,Kyrylo Fesenko,C,25,IND,3,0,17,2,5,0.4,0,0,,2,5,0.4,0.4,4,6,0.667,2,7,9,1,2,0,0,2,8,fesenky01
145,Landry Fields,SG,23,NYK,66,62,1894,236,513,0.46,31,121,0.256,205,392,0.523,0.49,77,137,0.562,59,219,278,169,79,17,102,99,580,fieldla01
146,Derek Fisher,PG,37,TOT,63,43,1508,129,348,0.371,35,109,0.321,94,239,0.393,0.421,57,67,0.851,12,109,121,170,51,4,73,117,350,fishede01
146,Derek Fisher,PG,37,LAL,43,43,1101,92,240,0.383,24,74,0.324,68,166,0.41,0.433,44,53,0.83,10,82,92,142,40,3,58,85,252,fishede01
